county_fips,county_name,state,county_lat,county_lon,nearest_hospital_miles,nearest_hospital_minutes_est
12085,Martin County,FL,27.083604,-80.398201,11.24543430556908,19.277887380975567
12086,Miami-Dade County,FL,25.616009,-80.50375,5.225498485044633,8.957997402933655
12087,Monroe County,FL,25.58612,-81.022603,35.86699560407855,61.48627817842036
12089,Nassau County,FL,30.605963,-81.765087,11.506536360510744,19.7254909037327
12091,Okaloosa County,FL,30.614325,-86.59108,7.966277216324507,13.656475227984869
12093,Okeechobee County,FL,27.385592,-80.887388,9.37869868057272,16.07776916669609
12095,Orange County,FL,28.514391,-81.323284,3.0898921818449456,5.296958026019907
12097,Osceola County,FL,28.059027,-81.139312,16.182585176041247,27.74157458749928
12099,Palm Beach County,FL,26.649126,-80.448354,12.30020721612938,21.08606951336465
12101,Pasco County,FL,28.30474,-82.502367,9.458542529040365,16.21464433549777
12103,Pinellas County,FL,27.905342,-82.798066,0.6973793275319777,1.1955074186262475
12105,Polk County,FL,27.954854,-81.694301,4.215036616375787,7.2257770566442066
12107,Putnam County,FL,29.593897,-81.732039,4.108212821548215,7.0426505512255115
12109,St. Johns County,FL,29.881397,-81.388282,4.44996908407883,7.628518429849424
12111,St. Lucie County,FL,27.379814,-80.443536,6.999031745318033,11.998340134830913
12113,Santa Rosa County,FL,30.675348,-87.018919,3.159788295498085,5.416779935139575
12115,Sarasota County,FL,27.223489,-82.424764,5.698866396410596,9.769485250989591
12117,Seminole County,FL,28.690065,-81.131975,6.235936441344879,10.690176756591221
12119,Sumter County,FL,28.713277,-82.069555,13.82964910920581,23.707969901495673
12121,Suwannee County,FL,30.189244,-82.992754,7.07537484399725,12.129214018281
12123,Taylor County,FL,29.967146,-83.639573,10.925609883011978,18.729616942306247
12125,Union County,FL,30.05428,-82.366918,3.2377930177424137,5.550502316129852
12127,Volusia County,FL,29.057769,-81.161792,9.445955206598239,16.193066068454122
12129,Wakulla County,FL,30.091335,-84.359111,25.920958758235145,44.43592929983168
12131,Walton County,FL,30.571247,-86.162798,6.669020425229604,11.43260644325075
12133,Washington County,FL,30.602102,-85.655805,11.102899690314503,19.033542326253436
13001,Appling County,GA,31.739726,-82.290102,4.011350862966183,6.876601479370599
13003,Atkinson County,GA,31.296806,-82.878151,14.833992994603703,25.42970227646349
13005,Bacon County,GA,31.55021,-82.451433,16.296294125357164,27.936504214897994
13007,Baker County,GA,31.31958,-84.454881,25.584577416675312,43.85927557144339
13009,Baldwin County,GA,33.05949,-83.255457,2.1428103110568517,3.673389104668889
13011,Banks County,GA,34.351922,-83.498441,9.309394892846598,15.958962673451309
13013,Barrow County,GA,33.992009,-83.712303,1.1456408412507402,1.9639557278584117
13015,Bartow County,GA,34.240917,-84.838188,3.733067247943504,6.399543853617436
13017,Ben Hill County,GA,31.730583,-83.162961,6.150916638368004,10.54442852291658
13019,Berrien County,GA,31.288652,-83.22787,5.94763392870511,10.195943877780188
13021,Bibb County,GA,32.80899,-83.69406,3.790770936713419,6.49846446293729
13023,Bleckley County,GA,32.435403,-83.331717,13.056368934655852,22.38234674512432
13025,Brantley County,GA,31.197334,-81.982978,21.672535687144272,37.152918320818756
13027,Brooks County,GA,30.822934,-83.581905,17.73530524550747,30.403380420869947
13029,Bryan County,GA,32.017969,-81.438543,16.790944608218375,28.7844764712315
13031,Bulloch County,GA,32.394481,-81.741441,2.1765088620040536,3.731158049149806
13033,Burke County,GA,33.060181,-82.000164,1.7599876495853626,3.0171216850034788
13035,Butts County,GA,33.290355,-83.958221,1.4634074459598703,2.508698478788349
13037,Calhoun County,GA,31.521279,-84.62629,27.535262577464717,47.2033072756538
13039,Camden County,GA,30.913358,-81.642019,9.289989534949088,15.925696345627008
13043,Candler County,GA,32.40395,-82.071266,17.59150586315729,30.156867193983924
13045,Carroll County,GA,33.582237,-85.080527,0.9328987441144049,1.5992549899104085
13047,Catoosa County,GA,34.900212,-85.139385,7.7445064502131995,13.276296771794057
13049,Charlton County,GA,30.779904,-82.139644,31.136751454483786,53.37728820768649
13051,Chatham County,GA,31.980404,-81.085184,3.4139878338248066,5.852550572271097
13053,Chattahoochee County,GA,32.347445,-84.788021,14.556955799317647,24.954781370258825
13055,Chattooga County,GA,34.474178,-85.345289,16.10951193434186,27.616306173157472
13057,Cherokee County,GA,34.244317,-84.475057,1.1567314287154125,1.9829681635121355
13059,Clarke County,GA,33.952185,-83.367152,1.8735909161983486,3.211870142054312
13061,Clay County,GA,31.619831,-84.992583,20.91894126584487,35.86104217001978
13063,Clayton County,GA,33.552242,-84.412973,2.27592300860626,3.901582300467874
13065,Clinch County,GA,30.917653,-82.702614,29.85507623703293,51.18013069205645
13067,Cobb County,GA,33.939926,-84.57411,2.3347463935716646,4.002422388979997
13069,Coffee County,GA,31.549245,-82.84494,2.8726906380614197,4.924612522391005
13071,Colquitt County,GA,31.189714,-83.769873,4.47113592202724,7.664804437760982
13073,Columbia County,GA,33.552075,-82.249608,10.031976118866723,17.19767334662867
13075,Cook County,GA,31.152516,-83.429445,0.6209932311257117,1.0645598247869343
13077,Coweta County,GA,33.352897,-84.762138,0.5042629049996368,0.8644506942850916
13079,Crawford County,GA,32.709448,-83.979168,19.96238086183286,34.221224334570614
