GEOID,total_pop,low_access_pop,grocery_burden_pct,commute_min,hospital_min,commute_z,grocery_z,hospital_z,CTBI
01075,14564,89.0,0.6110958527876957,26.818296265211917,27.512740816732073,0.16666969022818695,-1.2763719036399541,-0.07321203133442507,-1.1829142447461922
01077,92709,15761.0,17.00050696264656,28.978768683808617,13.425130317016356,0.5312055179459058,-0.3961551657500594,-0.31812693735147485,-0.18307658515562847
01079,34339,4275.0,12.449401555083142,32.1056165174704,6.5486542988911,1.058797563731718,-0.640578783461912,-0.4376753503163015,-0.019456570046495536
01081,140247,47074.0,33.56506734546906,23.838295715276665,6.5560418731716865,-0.3361448598300376,0.4934682140660421,-0.4375469163948313,-0.2802235621588268
01083,82782,14118.0,17.054432122925274,28.566991555874957,0.7761669106586938,0.46172649341662164,-0.393259037978747,-0.5380307800892977,-0.4695633246514231
01085,11299,4411.0,39.03885299584034,33.855305466237944,37.7692703596304,1.3540220265377783,0.7874456923770252,0.10509904342951222,2.2465667623443157
01087,21452,8996.0,41.935483870967744,25.075223880597015,27.987285799335226,-0.12743836180156898,0.9430133917095581,-0.0649620062632848,0.7506130236447044
01089,334811,116443.0,34.778725908049616,23.552929425462626,5.8374568624770395,-0.3842946236338559,0.5586494810259136,-0.4500396084921242,-0.2756847511000665
01091,21027,5807.0,27.61687354353926,28.552053622361665,30.799284331236834,0.45920602062058524,0.1740119682267963,-0.016075052995045167,0.6171429358523364
01093,30776,932.0,3.0283337665713543,27.10719390185803,10.805776053228062,0.2154152970658285,-1.1465506881665968,-0.36366474543851796,-1.2948001365392863
01095,93019,20717.0,22.271793934572507,27.446633699067636,11.748725837973518,0.2726888666661804,-0.11305316825857584,-0.3472714431169929,-0.1876357447093883
01097,412992,103439.0,25.04624786920812,27.581537753222836,0.6717867915054441,0.2954511850464744,0.03595284394046604,-0.5398454417789421,-0.20844141279200168
01099,23068,4295.0,18.618865961505115,26.326725403817914,11.63935042679254,0.0837270942951326,-0.30923888369687835,-0.3491729485959033,-0.5746847379976491
01101,229363,63497.0,27.684064125425635,22.82650202402356,16.545504975772122,-0.5068644892711239,0.17762053441679032,-0.26387882577126226,-0.5931227806255959
01103,119490,27035.0,22.625324294920077,26.121081558543526,20.197708805687412,0.049028873338048874,-0.09406631519568646,-0.20038479619279947,-0.24542223805043706
01105,10591,4187.0,39.53356623548296,26.952874158467115,29.978638696431332,0.18937697558300556,0.8140149736690924,-0.030342082064719358,0.9730498671873786
01107,19746,820.0,4.152739795401601,36.87814390321554,2.7668903064614376,1.8640645997247598,-1.0861628560397099,-0.5034217998510373,0.27447994383401264
01109,32899,7628.0,23.1861150794857,22.23476755323068,2.0685957633712637,-0.606707659330985,-0.06394824495384985,-0.5155617395801063,-1.1862176438649412
01111,22913,6718.0,29.319600226945404,31.35856049736968,1.651341323654828,0.9327470377935955,0.26545933730793847,-0.5228157612532928,0.6753906138482412
01113,52947,7885.0,14.892250741307345,27.008989021043,30.26260104104164,0.19884521859332513,-0.5093820780133678,-0.025405360472081744,-0.33594221989212436
01115,83593,8084.0,9.670666204108,33.54019480347143,13.70963367307971,1.3008535040954128,-0.7898147352419838,-0.31318081020569677,0.19785795864773226
01117,195085,67198.0,34.445498116205755,31.909582251349903,15.15621511012123,1.02572076402525,0.5407530064091645,-0.2880318073491667,1.2784419630852475
01119,13763,2483.0,18.0411247547773,26.048344370860928,15.715318097980816,0.03675595067099736,-0.34026730057664184,-0.2783117305676398,-0.5818230804732842
01121,82291,15308.0,18.602277284271672,28.7240062431508,11.896684227094514,0.4882195319285949,-0.31012980230661086,-0.3446991676436801,-0.16660943802169603
01123,41616,3099.0,7.4466551326412915,27.720890521296475,7.868313131603138,0.3189641335188622,-0.9092584271010439,-0.41473291313046645,-1.005027206712648
01125,194656,41787.0,21.467100937037646,24.90604916610811,8.191011275208291,-0.1559831578583398,-0.15627035529142194,-0.4091227647298894,-0.7213762778796511
01127,67023,5793.0,8.643301553198155,33.03428399276963,8.818675570198666,1.215491333052141,-0.8449908215324351,-0.3982107408759557,-0.027710229356249727
01129,17581,1966.0,11.182526591206415,36.85761286784866,35.18634232508767,1.8606004046223625,-0.7086181132793915,0.06019450998563257,1.2121768013286034
01131,11670,4897.0,41.96229648671808,32.152944901836605,0.9989936514588308,1.0667832670533473,0.9444534015434599,-0.5341569087693707,1.4770797598274363
01133,24484,1033.0,4.219081849371017,29.350891769137032,24.440067608112855,0.5939937284110852,-1.08259986125372,-0.12663084711764597,-0.6152369799602807
02013,3141,1226.0,39.03215536453359,6.834065397755002,696.9072576234496,-3.205263261964845,0.7870859865193285,11.564297053357686,9.146119777912169
02016,5561,1190.0,21.399028951627404,8.130930087390762,2012.860794116444,-2.986443693149741,-0.15992625851685563,34.44231719165508,31.295947239988482
02020,291826,82856.0,28.392261141913334,20.362898239811692,29.47971771664529,-0.9225475764125493,0.21565526693144296,-0.03901588695708906,-0.7459081964381953
02050,17013,11678.0,68.64162699112444,8.569965017491254,527.94105366422,-2.912365468283937,2.3773049608986727,8.626798038633547,8.091737531248283
02060,997,561.0,56.26880641925778,11.32429245283019,308.0259920857414,-2.447628671459164,1.7128049560318575,4.8035466334847685,4.068722918057462
02068,1826,1826.0,100.0,16.595638867635806,179.96349544261795,-1.5581960584956833,4.061451182528515,2.577163789474974,5.080418913507805
02070,4847,2462.0,50.79430575613782,10.550341827221876,417.2029357096671,-2.5782171156763916,1.418789076939725,6.7016017285927765,5.54217368985611
02090,97581,37788.0,38.7247517447044,21.153687794890057,65.65669957694432,-0.7891179049528875,0.7705764359535472,0.5899255586113021,0.5713840896119619
02100,2508,519.0,20.69377990430622,16.183962264150942,241.8933950549176,-1.6276581215665231,-0.19780266613589398,3.6538229960521122,1.828362208349695
02105,2150,2137.0,99.39534883720931,13.373173277661795,162.73504254602292,-2.1019216580550855,4.028977528014303,2.277644937638895,4.204700807598112
02110,31275,6475.0,20.70343725019984,17.27708967616939,172.20374826789225,-1.4432150791508735,-0.1972840045780028,2.442259594753494,0.8017605110246175
02122,55400,13103.0,23.651624548736464,20.605134141359116,74.26638661852078,-0.8816751893765257,-0.0389473938717579,0.7396060663642999,-0.18101651688398368
02130,13477,216.0,1.6027305780218148,15.183263031033444,147.4029992276362,-1.7965057865961547,-1.223114744052392,2.0110954082884214,-1.0085251223601253
02150,13592,5801.0,42.679517363154794,12.315556958030925,98.16787348144766,-2.280372925086223,0.9829727733483381,1.1551364651370097,-0.1422636866008753
02158,7459,0.0,0.0,7.032559198542805,717.7599455747593,-3.1717714657520437,-1.3091916794374667,11.926823694046746,7.445860548857236
02164,1631,1631.0,100.0,10.90702479338843,256.3227947908617,-2.5180341116328635,4.061451182528515,3.9046799515508823,5.448097022446534
02170,88995,25703.0,28.88139783133884,35.087449727939436,84.35551984234625,1.5619213380220398,0.24192505162733066,0.9150069347625689,2.7188533244119393
02180,9492,2196.0,23.13527180783818,6.78896776101745,827.0268851819171,-3.212872571944796,-0.0666788554933773,13.826443380806097,10.546891953367924
02185,9430,3575.0,37.910922587486745,11.921210562414267,606.6402389407774,-2.346910867665925,0.7268685784128393,9.994993416126087,8.374951126873002
02188,7523,3473.0,46.16509371261465,7.611012037449844,645.60172674886,-3.074169301238596,1.1701706307589783,10.672343852879965,8.768345182400347
02195,3815,168.0,4.4036697247706424,7.796846011131725,35.65040531777595,-3.0428135936484018,-1.072686305699515,0.06826230432467492,-4.047237595023242
02198,5559,1262.0,22.701924806619896,12.713866778382908,106.94340771580322,-2.213166235104771,-0.0899523752818507,1.3077002474974009,-0.9954183628892208
02220,8881,3066.0,34.523139286116425,13.01552795031056,15.86037723206905,-2.162267040996859,0.5449228363589187,-0.27578985901299596,-1.8931340636509364
02230,968,3.0,0.30991735537190085,6.181159420289855,296.1883021435127,-3.3154278809937225,-1.292547125113192,4.597746883433586,-0.010228122673328954
02240,7029,2090.0,29.7339593114241,16.879072441548487,242.60005067742236,-1.5103724012344806,0.2877130839014012,3.6661082942136187,2.443448976880539
02275,2369,506.0,21.35922330097087,8.612881806108899,41.39353805638278,-2.9051241321173404,-0.16206407785249982,0.16810739976848477,-2.8990808102013554
02282,662,2.0,0.3021148036253776,7.167307692307692,369.4513716909976,-3.149035395027196,-1.2929661723016177,5.87143469536627,1.4294331280374566
02290,5588,5005.0,89.56692913385827,10.591681574239713,201.92602817468915,-2.571241873240028,3.5011282067722216,2.95898522328592,3.888871556818114
04001,71518,39133.0,54.71769344780335,29.78121623244087,74.78507259127325,0.6666022389698726,1.6295002179494116,0.7486234881812642,3.044725945100548
04003,131346,57659.0,43.89855800709576,24.162016540987594,50.71601069901825,-0.2815235473179127,1.0484430926766177,0.33017977614229616,1.0970993215010012
04005,134421,43627.0,32.45549430520529,20.289532801837712,74.49991878016084,-0.9349265035525166,0.4338770087808171,0.7436660527914649,0.24261655801976545
04007,53597,15131.0,28.231057708453832,22.527986409155936,45.455344643885645,-0.5572329345314043,0.20699760623910615,0.23872242555002327,-0.11151290274227493
04009,37220,14756.0,39.64535196131112,25.42579531812725,19.227288094066235,-0.06828655405144628,0.8200185857739795,-0.217255684083155,0.5344763476393782
04011,8437,2777.0,32.914543084034605,20.5793923058074,69.45718695942789,-0.8860186011456579,0.4585308792539556,0.6559975166710973,0.22850979477939498
04012,20489,10938.0,53.38474303284689,15.262442007591734,54.140900443832145,-1.7831459429299876,1.5579122116350068,0.3897219213476012,0.1644881900526204
04013,3817117,794960.0,20.826188979798104,28.098595735363073,18.511982899432965,0.38269421480011173,-0.19069144757439385,-0.2296913561597396,-0.037688588934021716
04015,200186,91819.0,45.86684383523323,21.597062123839642,65.13271650987943,-0.7143074946920583,1.154152695008571,0.5808160461338446,1.0206612464503573
04017,107449,47861.0,44.54299248946011,24.961921708185052,126.16329025080792,-0.14655580150914835,1.083053367203766,1.641840357689573,2.5783379233841908
04019,980263,280815.0,28.64690394312547,26.125270999012745,79.43520875976515,0.04973575630307775,0.22933122235825273,0.8294666987949917,1.1085336774563221
04021,375770,171859.0,45.735157143997654,34.670370981038744,21.816364863232447,1.4915477730016318,1.147080273125568,-0.17224425410331096,2.4663837920238887
04023,47420,17205.0,36.28215942640236,26.16363373772386,24.827951356413138,0.05620868906963361,0.6393935259637292,-0.11988743866222183,0.575714776371141
04025,211033,75446.0,35.75080674586439,24.10947740078837,12.568015211823038,-0.29038845982280864,0.6108564711545518,-0.3330279928170877,-0.012559981485344596
04027,195751,48385.0,24.71762596359661,22.47190237114246,72.99182282752521,-0.5666959765230601,0.018303735023884916,0.7174476122325141,0.16905537073333887
05001,19019,8947.0,47.04243125295757,20.47153049804141,32.31748664392997,-0.9042180898475982,1.2172892967447533,0.010319087923005477,0.3233902948201605
05003,21853,4755.0,21.759026220656203,23.68420228589322,49.94757757821251,-0.3621449954219752,-0.14059209088448796,0.31682046829045546,-0.18591661801600773
05005,41513,6820.0,16.428588634885458,19.533421091121838,9.697395534640462,-1.0625049933033381,-0.4268708565962363,-0.3829340821756806,-1.872309932075255
05007,221339,55100.0,24.89394096837882,22.599447602919238,6.201043941926739,-0.5451753099146911,0.027772984242795704,-0.44371860072475067,-0.961120926396646
05009,36903,7707.0,20.884480936509227,21.263919514884233,8.519627959560346,-0.7705185417104143,-0.18756079476218762,-0.4034097217432635,-1.3614890582158654
05011,11508,2735.0,23.766075773375043,23.762448979591838,38.76115567051843,-0.3489424555477901,-0.03280062734527342,0.12234309611685307,-0.2593999867762104
05013,5368,3516.0,65.49925484351714,26.12452931683701,31.915786259972037,0.04961061250419925,2.208539375456794,0.0033354754937681263,2.2614854634547616
05015,27446,4498.0,16.388544778838448,23.387524654832347,42.924306036962626,-0.41220331825599427,-0.429021469092681,0.19471999642603627,-0.6465047909226391
05017,11800,3848.0,32.610169491525426,22.302478820207092,29.26242643652571,-0.5952827586747226,0.4421840606341519,-0.042793523586798894,-0.19589222162736958
05019,22995,6091.0,26.488367036312244,21.369964586100043,47.5395162048348,-0.7526255903918555,0.11340391404958695,0.2749560140626791,-0.36426566227958945
05021,16083,2586.0,16.07908972206678,25.44016120553706,38.12251786232988,-0.06586260241348185,-0.44564119501018135,0.11124029633582638,-0.40026350108783676
05023,25970,4524.0,17.420100115517904,28.97923247923248,41.50698941667883,0.5312837740010509,-0.3736203160360766,0.17007976614282297,0.3277432241077972
05025,8689,1920.0,22.09690413166072,33.53654743390358,38.714987077632195,1.300238084582086,-0.12244587497496401,0.1215404492387399,1.299332658845862
05027,24552,4795.0,19.529977191267513,23.273982558139537,6.091656554040637,-0.4313612403115803,-0.26030635347107367,-0.44562031442020783,-1.1372879082028617
05029,21273,4706.0,22.12193860762469,28.733973953723606,30.926063263450835,0.4899013805802284,-0.12110136267857463,-0.013870985082409396,0.35492903281924437
05031,96443,20573.0,21.33177109795423,21.291829409901826,4.079302972195705,-0.765809313953477,-0.1635384376342654,-0.48060533820267043,-1.409953089790413
05033,61948,21298.0,34.3804481177762,24.863677168383706,20.08328701534129,-0.16313257162986677,0.5372594033117984,-0.2023740336173782,0.17175279806455346
05035,50902,11468.0,22.529566618207536,23.426572480242502,12.811395935940546,-0.4056147910274387,-0.09920911802483301,-0.32879678787464534,-0.8336206969269171
05037,17870,5212.0,29.16620033575825,27.443844492440604,8.134073748366886,0.27221824471437545,0.2572207770016321,-0.410112630898853,0.11932639081715452
05039,8116,4218.0,51.9714144898965,22.26746987951807,48.07677902281714,-0.6011898061619949,1.4820073831269138,0.284296396704239,1.165113973669158
05041,13008,4221.0,32.449261992619924,19.514360313315926,23.82984025649748,-1.0657211123125938,0.4335422935298156,-0.13723972748617466,-0.7694185462689528
05043,18509,4469.0,24.145010535415203,21.5619170151174,9.68887432215434,-0.7202375177684985,-0.012449394596255789,-0.3830822245419983,-1.1157691369067526
05045,113237,37149.0,32.80641486439945,27.389521289129764,13.317205721839157,0.26305230780505,0.4527236987443492,-0.3200032202090456,0.3957727863403536
05047,18125,847.0,4.673103448275862,25.464253664373317,5.881526482320026,-0.06179748945576368,-1.058215982660353,-0.449273452528182,-1.5692869246442986
05049,12245,1703.0,13.907717435688035,29.191303245436107,42.59550206075407,0.567066407293349,-0.5622578457152889,0.18900369734658803,0.19381225892464812
05051,96024,28068.0,29.230192451887028,23.421102026123624,11.9458782286687,-0.40653781902032204,0.2606575650187232,-0.34384392364950606,-0.4897241776511049
05053,17853,6335.0,35.48423234190332,33.48701298701299,34.150457994546805,1.2918801530286115,0.5965397119563884,0.04218552872766334,1.9306053937126633
05055,42090,7580.0,18.00902827274887,23.926582345751182,10.410126187972164,-0.32124828459981974,-0.3419910879976439,-0.37054316882811705,-1.0337825414255808
05057,22609,7142.0,31.58919014551727,24.786419076332738,13.044139778345036,-0.1761683050607913,0.387350906265618,-0.3247505064779746,-0.11356790527314789
05059,32923,8209.0,24.93393676153449,30.660962945480293,10.527574389296166,0.8150416235504329,0.02992101545299729,-0.36850131686253923,0.47646132214089093
05061,13789,4796.0,34.78134745086663,21.36671339875826,19.154145829671503,-0.7531741622035112,0.5587902747280892,-0.21852727168209318,-0.4129111591575152
05063,36647,4428.0,12.08284443474227,20.511875405580792,8.026772612296176,-0.897410706361714,-0.6602652572805271,-0.41197807484030863,-1.9696540384825498
05065,13696,126.0,0.9199766355140186,26.244953899825568,47.07886322504044,0.06992981429517109,-1.2597830199304783,0.2669475032328911,-0.9229057024024161
05067,17997,4938.0,27.43790631771962,21.783429187634795,4.278150151199322,-0.6828618389756967,0.16440027768805524,-0.4771483546241985,-0.9956099159118401
05069,77435,20134.0,26.001162265125586,23.351567209162145,13.662502307403084,-0.41827040668867893,0.08723788578269302,-0.3140001950116139,-0.6450327159175998
05071,25540,6962.0,27.25920125293657,20.677465217832843,13.412762789430223,-0.8694707897252725,0.15480266688231273,-0.31834194839656876,-1.0330100712395285
05073,7645,1609.0,21.04643557880968,31.724808061420344,31.967982362580777,0.9945438734123193,-0.17886278932585573,0.0042429113974747,0.8199239954839382
05075,17415,6612.0,37.967269595176575,28.33856538711776,31.07947182855725,0.4231842182255419,0.7298947749592646,-0.011203957604186174,1.1418750355806202
05077,10424,4652.0,44.62778204144283,26.50232318017553,30.8590810914081,0.1133556515490559,1.087607111225019,-0.015035478689823894,1.185927284084251
05079,14134,4695.0,33.217772746568556,24.402576251110453,27.572299126096812,-0.24093398353068768,0.4748162614801988,-0.0721766025268999,0.16170567542261122
05081,13171,406.0,3.0825298003188824,29.89960342308495,32.32392110843958,0.6865776721950962,-1.1436400127486666,0.010430951909497221,-0.4466313886440731
05083,22353,3626.0,16.22153625911511,27.762475891996143,33.46004064362981,0.3259808199613571,-0.43799090023607756,0.030182534989599063,-0.08182754528512141
05085,68356,11243.0,16.44771490432442,30.999584461955184,26.488301688869846,0.8721771249012817,-0.4258436529718522,-0.0910220362834992,0.3553114356459303
05087,15717,4110.0,26.15002863141821,34.08122347431582,41.31401025459552,1.3921411005709008,0.0952329666578559,0.1667247987872281,1.6540988660159848
05089,16653,1671.0,10.034228067014952,26.917721518987342,28.36517509286681,0.18344568184422932,-0.770289126002941,-0.058392352679236245,-0.6452357968379479
05091,43462,11770.0,27.08112834199991,22.541891805988175,20.557487582963123,-0.5548866813229156,0.14523900680199797,-0.19412999624463312,-0.6037776707655508
05093,46480,7877.0,16.94707401032702,20.75187527121691,24.549023028527532,-0.8569156049576284,-0.3990248587897464,-0.12473664323179554,-1.3806771069791703
05095,8149,2308.0,28.32249355749172,30.599828620394174,39.57419070263122,0.804726448218684,0.21190829913873738,0.13647781388765542,1.1531125612450768
05097,9487,2187.0,23.052598292400127,35.1127731092437,54.61622126747938,1.5661941441383782,-0.07111895474898744,0.3979854345142847,1.8930606239036756
05099,8997,4874.0,54.173613426697784,30.120666886761306,27.62783842474,0.7238776404871001,1.6002796231325227,-0.0712110447335663,2.2529462188860565
05101,8330,2405.0,28.87154861944778,35.32779906343125,39.918963568519224,1.602475405364321,0.24139608563194345,0.1424717341516983,1.986343225147963
05103,26120,9053.0,34.65926493108729,22.61260317851423,4.496004354439458,-0.5429555738063547,0.5522336585938518,-0.47336093150421277,-0.46408284671671574
05105,10445,1490.0,14.265198659645764,36.70129156361638,45.417977871957795,1.8342243604119761,-0.5430588058779345,0.2380727994523217,1.5292383539863634
05107,21757,7851.0,36.08493818081537,22.210400664313887,24.55740807286163,-0.6108190767893749,0.6288014772153313,-0.12459086816617487,-0.10660846774021843
05109,11291,2604.0,23.06261624302542,31.31829798108868,32.92186691191377,0.9259535561586734,-0.07058092639881484,0.0208263159965527,0.8761989457564112
05111,24583,4745.0,19.30195663670016,25.946373676420357,28.404950325811996,0.019550467656783085,-0.2725525231087603,-0.057700855179445704,-0.31070291063142297
05113,20662,6680.0,32.32988094085761,21.634820695318915,11.653875970779165,-0.707936502871401,0.4271307635948031,-0.34892042016033914,-0.629726159436937
05115,61754,14370.0,23.269747708650453,21.53547239122948,23.698574103549415,-0.7246995107912695,-0.059456635125338525,-0.13952180630380975,-0.9236779522204177
05117,8715,388.0,4.452094090648308,28.846975088967973,37.14803439862804,0.5089680263817534,-1.070085605950054,0.09429877698217015,-0.4668188025861305
05119,382748,126455.0,33.03870954257109,21.959434177915735,2.6152371472543265,-0.6531645726453142,0.4651994162963013,-0.5060583093737238,-0.6940234657227367
05121,17969,2917.0,16.23351327285881,24.8922507618633,6.785850051522418,-0.15831135824139944,-0.4373476576023747,-0.43355167189230515,-1.0292106877360792
05123,28258,13344.0,47.22202562106306,22.664364457431265,3.1195567441322094,-0.5342219095895235,1.2269346688559037,-0.497290648834387,0.1954221104319932
05125,107118,31898.0,29.778375249724604,27.255671837730894,12.39613886383973,0.2404679322142048,0.29009850532131237,-0.33601608505698427,0.19455035247853286
05127,11233,3862.0,34.380842161488474,29.66239197100641,5.890800500842357,0.6465530589284575,0.5372805659923048,-0.44911222253287214,0.7347214023878901
05129,8195,2693.0,32.86150091519219,28.786217117450906,56.46818701682341,0.4987163530686502,0.45568217379918835,0.4301820953643657,1.3845806222322041
05131,125744,16618.0,13.21573991601985,21.124811661895436,19.01316559628478,-0.7939901657380164,-0.5994214869817576,-0.22097823102760236,-1.6143898837473762
05133,17058,5002.0,29.323484582014302,28.617022986658093,36.02940715091774,0.47016828090506296,0.26566795214617966,0.07485129955179913,0.8106875326030418
05135,17264,5995.0,34.72544022242817,29.53551960611922,47.30879852749245,0.625145924937505,0.5557876971546357,0.2709449578041381,1.4518785798962788
05137,12394,3097.0,24.987897369695013,26.45348204570185,49.725472765973315,0.10511470238035522,0.032819047003443846,0.3129591477906734,0.45089289717447245
05139,41639,11733.0,28.177910132327867,20.82096623515281,9.537312928108305,-0.8452579084698633,0.20414323973558904,-0.3857171387156509,-1.0268318074499252
05141,17295,1799.0,10.401850245735762,32.91141921817832,59.16820987551753,1.1947603985039985,-0.750545451702468,0.4771223372665891,0.9213372840681195
05143,203065,28344.0,13.958092236476006,22.276831654467713,16.487068689895874,-0.5996101968363681,-0.5595523950725402,-0.2648947480572777,-1.424057339966186
05145,77076,18205.0,23.619544345840467,24.736538399196032,3.273123468922605,-0.18458465593416185,-0.04067030699869599,-0.49462087172987773,-0.7198758346627356
05147,7260,486.0,6.694214876033058,23.271490536277604,44.33721345926915,-0.4317817183719855,-0.9496693060331324,0.2192835722398322,-1.1621674521652858
05149,22185,3633.0,16.375929682217716,23.43777695716396,6.998945148529882,-0.40372426318105215,-0.4296989808788724,-0.42984698644140273,-1.2632702305013273
06001,1510271,122079.0,8.083251284041076,34.59625813321272,6.275531150489345,1.4790427356337748,-0.8750691213363411,-0.44242363109984856,0.16154998319758512
06003,1175,669.0,56.93617021276596,30.265217391304347,36.01449200200689,0.7482676013896502,1.7486466819712498,0.07459199778491643,2.5715062811458163
06005,38091,66.0,0.17326927620697802,33.22023986889154,15.088319605751938,1.2468676092024769,-1.2998860054228765,-0.2892121793556132,-0.34223057557601283
06007,220000,42052.0,19.114545454545453,22.179591406123944,11.224199534383716,-0.6160175131771604,-0.28261770838567823,-0.3563903998307492,-1.2550256213935878
06009,45578,6717.0,14.737373294133135,35.03278471809109,10.843133412145868,1.552697728203772,-0.5176999925748246,-0.36301528298719704,0.6719824526417502
06011,21419,8424.0,39.32956720668565,26.819780853517877,22.03744831800881,0.16692018434339748,0.8030589143905099,-0.16840069003333827,0.8015784087005692
