"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"0500000US26003","Alger County, Michigan","2632","176","289","72","566","151","297","75","249","85","257","69","151","71","153","42","73","41","82","38","312","99","126","43","77","52",
"0500000US26005","Allegan County, Michigan","51674","947","1644","268","5841","630","6971","603","6973","602","9069","645","4563","594","7553","670","2060","281","1882","279","2974","398","1222","230","922","193",
"0500000US26007","Alpena County, Michigan","10748","399","811","162","2397","316","2272","254","1875","222","1112","189","487","124","945","188","60","24","141","65","160","74","289","113","199","77",
"0500000US26009","Antrim County, Michigan","9360","364","752","147","1110","180","1256","217","1059","142","1182","183","468","82","1249","209","398","89","358","81","811","135","581","117","136","39",
"0500000US26011","Arenac County, Michigan","5720","178","396","83","807","102","774","95","672","93","685","100","397","97","474","89","138","46","211","58","475","82","449","99","242","61",
"0500000US26013","Baraga County, Michigan","2747","133","323","79","561","75","633","111","491","103","202","58","63","25","117","49","22","14","37","22","102","39","71","30","125","42",
"0500000US26015","Barry County, Michigan","25672","760","834","194","2364","352","2095","290","2762","317","3227","432","2327","341","3891","441","1605","315","1443","241","3253","449","1251","246","620","170",
"0500000US26017","Bay County, Michigan","43721","1001","1407","245","5281","599","7411","668","7071","633","6341","524","3681","479","5253","497","1694","296","1261","328","1871","291","1320","238","1130","248",
"0500000US26019","Benzie County, Michigan","7093","267","335","87","788","132","706","110","960","115","1029","176","591","123","1125","181","356","103","357","100","601","118","133","43","112","49",
"0500000US26021","Berrien County, Michigan","61553","1113","2796","367","9477","643","12086","835","11382","700","7618","598","4503","444","5738","472","1335","246","1437","274","2223","327","1600","363","1358","242",
"0500000US26023","Branch County, Michigan","17942","489","997","181","2894","330","2902","387","2721","274","2531","274","1226","236","1395","196","537","117","663","132","927","159","725","147","424","90",
"0500000US26025","Calhoun County, Michigan","53578","915","2265","323","7489","598","10817","764","9813","675","8037","644","3026","360","5176","481","1146","254","1126","218","2297","326","1454","261","932","181",
"0500000US26027","Cass County, Michigan","21928","698","776","212","1950","292","2493","356","3481","431","3309","366","1893","246","3642","432","810","127","919","161","1556","253","674","177","425","183",
"0500000US26029","Charlevoix County, Michigan","10968","300","782","149","1788","182","1815","180","1434","152","1839","248","797","133","1097","150","206","57","364","87","409","94","208","50","229","71",
"0500000US26031","Cheboygan County, Michigan","9367","369","533","116","1336","265","1311","195","1118","174","1098","155","806","170","872","123","427","85","374","101","910","124","364","85","218","70",
"0500000US26033","Chippewa County, Michigan","14150","408","1227","220","3261","358","2774","359","1968","274","1542","218","614","127","1360","218","277","94","192","75","370","97","260","85","305","98",
"0500000US26035","Clare County, Michigan","9570","405","549","133","1160","207","1189","196","776","110","1350","233","670","145","1362","210","283","83","537","136","805","164","482","126","407","162",
"0500000US26037","Clinton County, Michigan","33729","826","1093","221","3184","397","4040","480","5815","572","6877","498","2994","330","4240","365","1045","154","890","151","1512","250","1342","248","697","150",
"0500000US26039","Crawford County, Michigan","4711","260","287","101","839","185","811","135","812","186","464","88","231","66","492","108","147","77","80","40","160","79","104","54","284","85",
"0500000US26041","Delta County, Michigan","13848","487","1084","219","3309","348","3051","394","2142","304","1387","201","520","122","800","162","170","62","132","57","521","119","425","96","307","122",
"0500000US26043","Dickinson County, Michigan","10794","434","765","217","2589","356","3092","389","1592","270","794","181","207","77","650","157","94","56","308","118","297","100","122","52","284","115",
"0500000US26045","Eaton County, Michigan","45553","923","1770","281","4925","470","7473","655","7509","600","7554","507","3619","371","4936","447","1150","177","1529","282","2002","307","1988","297","1098","318",
"0500000US26047","Emmet County, Michigan","14952","440","621","125","3187","356","2115","265","2245","310","2307","311","1103","219","1512","184","225","64","346","103","756","169","313","82","222","88",
"0500000US26049","Genesee County, Michigan","154581","2589","4448","598","16106","1151","21540","1373","25379","1123","23744","1368","9747","805","14710","914","4717","596","4435","561","12879","1063","12493","822","4383","641",
"0500000US26051","Gladwin County, Michigan","8584","261","342","85","998","203","1054","125","920","138","950","146","602","111","956","113","400","103","293","67","1192","164","493","119","384","81",
"0500000US26053","Gogebic County, Michigan","5446","266","694","159","1150","188","1123","163","769","143","409","89","196","97","277","101","20","22","63","42","319","113","236","89","190","72",
"0500000US26055","Grand Traverse County, Michigan","41403","976","1317","264","4691","569","7623","626","8606","771","6875","725","3460","502","3872","541","1031","225","962","208","1304","333","897","209","765","219",
"0500000US26057","Gratiot County, Michigan","15660","415","1038","173","2755","390","2426","292","1572","170","2075","287","1050","201","1317","171","297","87","587","159","1342","220","650","119","551","166",
"0500000US26059","Hillsdale County, Michigan","18200","384","1286","191","2311","255","2781","306","2335","215","2212","267","1209","196","2239","202","584","137","667","124","1142","153","861","177","573","137",
"0500000US26061","Houghton County, Michigan","15180","582","1239","226","3750","420","3301","304","2830","366","1704","223","542","137","900","176","168","77","83","36","249","71","154","61","260","98",
"0500000US26063","Huron County, Michigan","12436","231","1339","166","1986","209","1839","178","1961","182","1703","156","743","95","1208","168","308","86","256","71","386","67","383","97","324","80",
"0500000US26065","Ingham County, Michigan","116777","1929","3776","434","13228","1008","22411","1096","26765","1074","20700","1267","7456","810","9297","958","1755","357","1655","248","3559","405","4100","512","2075","355",
"0500000US26067","Ionia County, Michigan","27680","765","1475","335","3174","411","3030","413","3118","410","3053","434","2131","339","3486","400","1281","206","1632","258","3257","435","1385","337","658","172",
"0500000US26069","Iosco County, Michigan","8501","330","520","115","1869","262","1727","205","1270","172","625","95","432","100","839","166","133","61","88","39","495","134","198","64","305","83",
"0500000US26071","Iron County, Michigan","4037","200","328","86","1011","159","752","138","544","127","400","111","146","56","275","53","76","33","88","37","157","37","147","51","113","30",
"0500000US26073","Isabella County, Michigan","28639","760","1863","312","6326","613","6094","453","4135","385","2730","333","1498","285","2315","244","373","111","580","125","1106","208","885","142","734","197",
"0500000US26075","Jackson County, Michigan","62421","1376","2309","322","8716","808","11459","861","11681","777","7167","551","3602","500","5404","575","1568","301","1966","322","4503","463","2901","421","1145","266",
"0500000US26077","Kalamazoo County, Michigan","115103","1694","3441","537","14318","986","21086","1293","23998","1120","19907","1133","7315","661","12030","1014","2601","374","2074","372","4030","539","2964","464","1339","308",
"0500000US26079","Kalkaska County, Michigan","7086","291","266","83","639","181","739","125","966","167","839","133","437","109","747","112","369","101","448","99","957","155","477","121","202","64",
"0500000US26081","Kent County, Michigan","294914","2774","7974","865","32564","1565","49185","1470","61069","1706","56104","1893","23220","1212","29544","1443","6529","635","6512","853","11075","892","7099","716","4039","530",
"0500000US26083","Keweenaw County, Michigan","633","71","69","27","71","24","113","42","82","25","79","43","42","21","103","37","2","4","1","3","43","20","22","10","6","9",
"0500000US26085","Lake County, Michigan","3833","202","173","39","488","96","439","103","439","86","277","63","156","36","507","127","175","56","166","52","519","140","276","95","218","59",
"0500000US26087","Lapeer County, Michigan","37245","800","1300","282","2780","400","3976","413","3619","409","3448","339","2315","339","3839","407","1313","208","2389","334","5854","546","4621","452","1791","298",
"0500000US26089","Leelanau County, Michigan","8180","333","384","102","1305","266","1058","201","1008","159","1294","201","800","128","879","128","344","82","328","99","372","97","142","46","266","124",
"0500000US26091","Lenawee County, Michigan","39334","1008","2351","381","5477","504","4940","407","4291","485","4601","441","2240","270","3691","361","1638","246","1706","235","4385","435","3020","434","994","160",
"0500000US26093","Livingston County, Michigan","83287","1251","2328","370","6065","581","8479","702","8877","594","9339","659","6404","677","11047","733","4761","438","4961","460","11881","640","7301","465","1844","369",
"0500000US26095","Luce County, Michigan","1840","138","386","113","460","88","393","96","149","53","98","33","88","70","76","36","7","8","0","15","52","31","96","41","35","24",
"0500000US26097","Mackinac County, Michigan","3869","204","561","137","865","169","587","114","272","73","253","70","89","29","318","71","109","41","73","30","183","51","487","127","72","32",
"0500000US26099","Macomb County, Michigan","372975","3318","6555","615","27532","1205","43361","1708","52985","2007","59119","2033","31406","1544","58743","1993","16434","1111","19708","1340","34069","1307","16725","1103","6338","580",
"0500000US26101","Manistee County, Michigan","8610","342","585","134","1701","222","1426","188","1271","184","982","149","370","85","735","118","197","78","343","94","498","96","372","86","130","38",
"0500000US26103","Marquette County, Michigan","28495","657","1692","244","6583","497","5912","537","3844","481","3802","417","1320","205","2178","260","648","147","332","91","852","137","881","226","451","95",
"0500000US26105","Mason County, Michigan","11112","379","716","192","2164","298","1952","275","2277","261","1381","202","618","121","813","150","133","43","200","52","304","72","295","78","259","74",
"0500000US26107","Mecosta County, Michigan","15505","423","905","205","2603","290","2489","290","2114","272","1756","276","715","129","1398","213","279","82","534","118","1256","170","1103","175","353","92",
"0500000US26109","Menominee County, Michigan","9486","372","887","158","1864","265","1782","251","1104","186","823","139","591","122","799","118","259","80","248","75","473","102","389","108","267","80",
"0500000US26111","Midland County, Michigan","33380","914","876","179","4891","490","5828","521","4874","449","4105","507","2649","309","3897","415","1089","223","1371","259","1630","241","880","203","1290","220",
"0500000US26113","Missaukee County, Michigan","6047","199","483","101","644","102","833","127","946","123","915","114","430","89","636","93","134","39","158","42","259","54","437","108","172","48",
"0500000US26115","Monroe County, Michigan","64471","1652","1586","338","6472","768","8460","553","7870","633","8888","651","4961","558","8869","862","3113","437","3568","451","6459","622","3201","451","1024","208",
"0500000US26117","Montcalm County, Michigan","27189","735","1633","326","3600","488","2993","414","2232","293","2035","252","1736","289","3196","404","1174","239","1654","400","3865","488","2129","291","942","306",
"0500000US26119","Montmorency County, Michigan","2919","201","246","99","472","110","305","80","280","82","243","55","191","67","306","76","299","99","151","68","188","59","162","61","76","36",
"0500000US26121","Muskegon County, Michigan","71393","1333","2339","406","8864","793","11107","724","14549","883","11642","893","5131","687","6238","654","2075","401","1825","311","4233","491","2347","440","1043","212",
"0500000US26123","Newaygo County, Michigan","20145","562","952","190","2335","318","2127","238","2684","259","2266","299","1024","160","1882","232","769","136","1063","173","2426","270","1872","269","745","196",
"0500000US26125","Oakland County, Michigan","530672","4402","10849","850","40548","1868","64632","2244","78803","2251","79083","2130","43363","1515","86376","2145","24294","1232","24571","1195","46409","1705","25413","1383","6331","507",
"0500000US26127","Oceana County, Michigan","10538","311","483","74","1634","189","1735","197","1538","169","1318","175","617","116","1157","160","376","89","323","75","715","153","323","89","319","81",
"0500000US26129","Ogemaw County, Michigan","6934","306","453","100","889","121","1132","145","875","129","806","118","404","83","606","106","191","54","158","53","445","99","641","117","334","77",
"0500000US26131","Ontonagon County, Michigan","1801","96","256","62","248","60","273","70","201","42","180","39","79","23","138","39","54","28","53","30","149","47","85","26","85","35",
"0500000US26133","Osceola County, Michigan","8540","306","395","85","1096","145","1012","123","966","121","1374","190","806","106","1336","186","298","72","212","56","280","47","462","78","303","64",
"0500000US26135","Oscoda County, Michigan","2385","203","272","83","425","93","320","82","336","77","187","68","91","49","247","87","17","18","40","29","221","71","116","43","113","46",
"0500000US26137","Otsego County, Michigan","10700","468","703","189","1698","282","2461","305","1761","270","1216","198","441","127","928","204","160","87","187","81","513","177","416","142","216","55",
"0500000US26139","Ottawa County, Michigan","137615","1861","5616","692","18345","963","25266","1294","24765","1050","19437","1239","12066","941","14115","1153","4036","548","4266","571","5811","663","2333","329","1559","284",
"0500000US26141","Presque Isle County, Michigan","4223","198","441","117","711","119","411","69","640","105","298","73","265","61","328","60","119","46","206","74","377","66","229","55","198","48",
"0500000US26143","Roscommon County, Michigan","7326","350","296","105","1222","286","979","180","934","187","1176","204","519","122","821","176","209","83","215","82","321","87","385","121","249","84",
"0500000US26145","Saginaw County, Michigan","72975","1482","2671","408","9834","765","13778","849","13276","870","9949","649","5651","530","7300","548","1643","251","1689","284","3099","313","2249","361","1836","281",
"0500000US26147","St. Clair County, Michigan","67529","1159","2991","426","8124","676","9350","667","9247","670","5869","455","3745","370","6795","506","2569","366","2844","409","6938","599","6916","544","2141","359",
"0500000US26149","St. Joseph County, Michigan","25320","618","1916","273","4873","418","4210","370","3482","348","2430","255","1401","226","2356","296","1078","219","946","156","1537","230","603","119","488","123",
"0500000US26151","Sanilac County, Michigan","15693","373","1330","191","2138","217","1716","164","1789","196","1579","144","985","203","1554","167","638","143","522","98","1362","195","1350","188","730","103",
"0500000US26153","Schoolcraft County, Michigan","3079","150","423","135","757","157","440","109","512","103","178","47","84","48","100","35","93","45","90","46","192","70","162","73","48","24",
"0500000US26155","Shiawassee County, Michigan","28627","729","1508","308","3885","486","3146","370","3084","330","2319","257","2180","297","3284","344","1643","257","2174","365","2867","295","1726","308","811","164",
"0500000US26157","Tuscola County, Michigan","21154","584","1147","169","2305","240","2471","263","2551","343","2613","228","1449","223","2273","305","780","165","920","161","2270","291","1172","199","1203","219",
"0500000US26159","Van Buren County, Michigan","30151","801","1423","290","3389","452","3985","415","4055","448","4204","400","3065","374","4369","475","1114","223","1060","196","1926","262","1003","171","558","145",
"0500000US26161","Washtenaw County, Michigan","145686","2066","3431","446","12840","810","21182","1129","27347","1282","24759","1106","11941","785","17575","926","4368","402","5008","493","10440","812","5030","481","1765","296",
"0500000US26163","Wayne County, Michigan","648185","4707","12750","948","51870","1833","82639","2373","104438","2634","111232","2854","57690","2110","100484","2788","25054","1107","25421","1359","42808","1761","22431","1341","11368","760",
"0500000US26165","Wexford County, Michigan","13237","433","993","267","2587","311","2251","256","1609","242","1344","206","628","124","1099","136","401","86","314","60","1191","188","470","91","350","107",
"0500000US27001","Aitkin County, Minnesota","5319","173","312","57","654","82","867","96","734","88","691","88","252","49","459","66","176","54","201","48","259","35","289","52","425","68",
"0500000US27003","Anoka County, Minnesota","161688","2028","2735","410","10931","711","18692","1269","21829","1106","27901","1414","15030","793","26906","1282","7528","640","8633","698","13304","962","6564","679","1635","238",
"0500000US27005","Becker County, Minnesota","14519","409","901","205","2400","275","2828","263","2217","182","1656","209","901","121","1146","134","299","68","308","65","922","120","651","120","290","53",
"0500000US27007","Beltrami County, Minnesota","19539","521","1402","312","3555","430","4050","365","3249","338","2625","342","772","125","1285","202","334","135","251","63","685","126","631","134","700","178",
"0500000US27009","Benton County, Minnesota","20104","509","650","139","2615","321","3462","363","3832","384","2934","333","1429","242","2011","280","444","108","419","103","1042","223","767","153","499","121",
"0500000US27011","Big Stone County, Minnesota","1997","108","261","59","466","66","279","59","273","48","201","52","89","22","134","29","34","14","41","17","79","25","111","46","29","13",
"0500000US27013","Blue Earth County, Minnesota","33898","812","1633","302","6419","612","9599","687","6692","694","3543","327","1360","185","1725","186","485","123","397","93","810","192","696","199","539","165",
"0500000US27015","Brown County, Minnesota","12159","321","1473","240","4115","314","2129","242","1319","178","801","121","381","84","547","114","366","105","282","83","308","80","275","73","163","43",
"0500000US27017","Carlton County, Minnesota","15253","346","1019","237","2677","345","2056","287","1980","282","1795","240","1157","171","2227","304","638","140","414","78","629","98","328","54","333","96",
"0500000US27019","Carver County, Minnesota","45993","898","1252","276","4674","548","5074","463","6934","687","6577","635","4176","426","7139","692","2228","311","2275","354","3464","414","1467","251","733","279",
"0500000US27021","Cass County, Minnesota","11522","225","779","86","1725","143","1406","128","1648","136","1597","153","736","91","1249","128","292","64","386","53","800","93","579","80","325","55",
"0500000US27023","Chippewa County, Minnesota","5237","192","813","156","1323","182","771","132","433","72","592","112","351","89","384","98","56","25","120","49","144","62","133","57","117","75",
"0500000US27025","Chisago County, Minnesota","25562","598","706","158","2087","372","2768","379","2584","270","2652","428","1477","230","2826","410","1285","233","1960","273","4161","393","2457","254","599","186",
"0500000US27027","Clay County, Minnesota","29739","679","1314","253","3583","349","5885","573","7440","596","4214","425","1948","241","2485","266","494","78","440","91","809","147","678","169","449","156",
"0500000US27029","Clearwater County, Minnesota","3259","145","294","65","526","73","380","60","386","50","288","55","172","32","384","61","163","42","111","27","251","49","180","43","124","25",
"0500000US27031","Cook County, Minnesota","2278","182","333","87","733","161","433","113","158","67","85","38","111","54","158","52","4","6","94","57","80","37","65","46","24","27",
"0500000US27033","Cottonwood County, Minnesota","4719","213","914","169","1077","152","947","180","530","101","262","56","132","41","325","78","88","31","112","51","140","40","68","25","124","66",
"0500000US27035","Crow Wing County, Minnesota","27460","648","991","175","4134","343","5370","513","4871","440","3478","308","1641","262","2960","320","562","122","581","126","1117","192","725","136","1030","206",
"0500000US27037","Dakota County, Minnesota","191136","2242","4889","608","19249","1157","25175","1208","29649","1340","28360","1299","18281","908","29613","1326","8013","692","7902","658","12535","943","4733","525","2737","515",
"0500000US27039","Dodge County, Minnesota","9891","314","564","157","1071","155","1059","199","978","175","1529","238","1416","224","1531","174","438","110","319","66","502","106","280","79","204","87",
"0500000US27041","Douglas County, Minnesota","17405","402","832","161","3234","367","3825","290","3164","316","2155","220","1080","176","1320","165","311","95","182","59","430","94","289","68","583","141",
"0500000US27043","Faribault County, Minnesota","6069","234","955","143","1158","144","842","107","665","95","577","88","224","45","639","113","160","47","191","42","397","59","115","31","146","44",
"0500000US27045","Fillmore County, Minnesota","9468","196","937","91","1283","110","910","92","889","97","639","95","753","96","1267","113","444","70","540","85","1179","95","478","60","149","36",
"0500000US27047","Freeborn County, Minnesota","13450","345","717","128","2826","334","2847","282","1871","175","1361","139","827","140","1048","174","478","177","215","75","434","96","425","100","401","97",
"0500000US27049","Goodhue County, Minnesota","21370","538","1366","220","3558","380","3059","361","2373","314","2339","266","1555","237","2183","294","997","165","676","147","1617","208","1149","190","498","197",
"0500000US27051","Grant County, Minnesota","2493","97","254","49","297","56","279","48","266","46","349","53","267","55","389","71","68","20","87","22","98","24","63","21","76","29",
"0500000US27053","Hennepin County, Minnesota","533328","4038","9107","807","43143","1513","77179","1994","107242","2423","101508","2571","49606","1905","73420","2196","15674","925","15491","907","24039","1283","11268","878","5651","556",
"0500000US27055","Houston County, Minnesota","8466","245","584","159","918","138","1128","219","1430","203","865","166","545","103","1266","221","419","91","293","58","511","123","300","90","207","64",
"0500000US27057","Hubbard County, Minnesota","8350","277","342","69","1116","144","1329","154","1498","142","1236","147","502","79","859","109","134","35","216","50","477","87","235","77","406","89",
"0500000US27059","Isanti County, Minnesota","18772","516","695","197","1597","243","2356","358","2124","208","1838","286","740","205","1573","280","726","197","1060","200","2887","437","2573","374","603","172",
"0500000US27061","Itasca County, Minnesota","17399","546","821","154","2531","330","3114","316","2591","268","2322","254","973","163","1636","190","456","148","518","101","1067","171","734","136","636","130",
"0500000US27063","Jackson County, Minnesota","4658","123","571","98","1085","132","496","67","700","94","663","99","272","57","458","77","61","44","75","32","59","23","130","42","88","40",
"0500000US27065","Kanabec County, Minnesota","6764","196","308","68","912","113","911","136","679","80","671","93","407","87","642","116","176","48","163","39","482","81","858","82","555","76",
"0500000US27067","Kandiyohi County, Minnesota","19963","480","1465","240","5115","453","4048","418","2985","240","2520","285","962","153","1081","138","254","117","276","120","484","111","274","63","499","115",
"0500000US27069","Kittson County, Minnesota","1774","87","283","58","352","63","200","42","213","49","147","46","91","26","122","40","42","14","64","23","145","45","83","31","32","20",
"0500000US27071","Koochiching County, Minnesota","5022","286","456","125","1659","264","967","208","594","158","348","134","302","110","166","64","35","24","30","23","140","77","250","137","75","31",
"0500000US27073","Lac qui Parle County, Minnesota","2779","107","476","64","644","82","346","53","326","56","320","45","160","34","220","44","38","14","29","13","85","23","96","25","39","16",
"0500000US27075","Lake County, Minnesota","4360","223","387","100","954","158","453","99","395","111","392","157","166","83","469","145","238","71","193","74","358","124","258","90","97","56",
"0500000US27077","Lake of the Woods County, Minnesota","1892","133","320","118","295","119","340","124","197","77","234","77","87","64","99","61","51","51","95","68","81","39","60","44","33","10",
"0500000US27079","Le Sueur County, Minnesota","13718","344","777","136","2068","257","1466","217","1458","174","1880","178","1042","157","1438","192","555","98","771","155","1189","143","856","158","218","58",
"0500000US27081","Lincoln County, Minnesota","2280","92","291","49","335","56","252","53","203","35","193","38","129","35","436","58","106","33","110","28","137","35","49","26","39","17",
"0500000US27083","Lyon County, Minnesota","11269","352","1281","217","3593","359","2072","294","1401","255","956","127","541","115","671","143","140","71","99","51","184","67","159","56","172","59",
"0500000US27085","McLeod County, Minnesota","17577","422","1128","205","4029","442","2414","322","2011","311","1668","218","975","190","1112","174","445","121","740","166","1278","178","1322","220","455","136",
"0500000US27087","Mahnomen County, Minnesota","1752","71","264","37","307","37","225","34","233","29","190","31","123","32","182","31","29","11","28","10","66","18","64","21","41","13",
"0500000US27089","Marshall County, Minnesota","3785","109","416","67","645","87","418","71","333","49","451","72","194","37","485","71","109","28","167","31","288","49","205","41","74","19",
"0500000US27091","Martin County, Minnesota","8865","358","815","176","2517","301","1474","224","1150","155","1103","205","425","120","513","155","150","65","90","39","186","61","252","69","190","71",
"0500000US27093","Meeker County, Minnesota","10737","228","831","144","1906","228","1579","167","1370","155","1033","119","738","130","1057","173","283","88","246","59","625","90","563","107","506","104",
"0500000US27095","Mille Lacs County, Minnesota","11916","325","870","187","1749","244","1371","226","1190","223","970","162","609","114","895","160","576","174","441","99","1112","159","1510","184","623","101",
"0500000US27097","Morrison County, Minnesota","15097","301","1084","255","2081","251","1846","250","1442","139","1606","176","815","135","1926","247","533","100","858","149","1454","152","784","118","668","90",
"0500000US27099","Mower County, Minnesota","17978","446","1414","253","4923","431","3390","460","1673","235","1348","215","587","119","1174","171","555","135","454","108","1475","235","631","151","354","94",
"0500000US27101","Murray County, Minnesota","3607","105","563","80","575","82","363","48","426","71","483","77","175","34","408","59","208","44","96","27","156","51","71","20","83","21",
"0500000US27103","Nicollet County, Minnesota","15907","475","1055","172","3560","380","3726","398","2719","299","2039","276","689","125","812","206","261","68","89","46","429","145","363","94","165","73",
"0500000US27105","Nobles County, Minnesota","9451","340","927","173","2007","246","2437","378","983","151","804","141","293","84","638","134","146","88","265","131","505","193","247","88","199","104",
"0500000US27107","Norman County, Minnesota","2862","111","504","64","542","64","233","47","271","52","221","35","146","33","214","39","66","21","92","30","197","43","307","54","69","19",
"0500000US27109","Olmsted County, Minnesota","73708","1071","1922","379","10384","804","17773","1013","19429","896","9944","771","3363","377","4452","532","608","183","655","150","2243","408","1856","330","1079","327",
"0500000US27111","Otter Tail County, Minnesota","24823","532","1606","210","5129","436","4287","295","3454","289","2698","155","1303","157","2401","237","570","89","488","61","1260","146","1090","151","537","95",
"0500000US27113","Pennington County, Minnesota","6506","232","718","188","2128","250","1816","221","662","132","348","69","144","50","257","73","35","18","42","30","170","88","114","52","72","35",
"0500000US27115","Pine County, Minnesota","11548","291","505","92","1327","138","1665","192","1240","117","1164","164","560","81","1008","148","453","113","293","67","947","117","1590","162","796","97",
"0500000US27117","Pipestone County, Minnesota","4052","173","689","101","1129","151","476","88","411","63","499","100","84","34","279","55","60","26","53","34","197","53","118","31","57","24",
"0500000US27119","Polk County, Minnesota","14165","349","1462","254","2854","328","2782","327","2062","246","1489","229","567","117","885","148","387","172","167","44","817","210","507","136","186","54",
"0500000US27121","Pope County, Minnesota","5016","170","574","99","728","86","731","91","656","70","593","73","444","76","572","95","142","48","99","29","169","41","139","44","169","51",
"0500000US27123","Ramsey County, Minnesota","225923","2439","5136","535","19057","1105","33080","1339","44154","1462","42664","1537","20110","1008","30721","1525","6645","695","6199","640","10621","996","4365","501","3171","431",
"0500000US27125","Red Lake County, Minnesota","1812","86","267","60","183","44","136","32","202","43","292","55","201","54","183","44","36","19","62","34","111","36","71","28","68","24",
"0500000US27127","Redwood County, Minnesota","6356","207","875","121","1645","182","882","145","780","134","721","89","310","62","455","74","184","61","113","30","132","31","148","32","111","31",
"0500000US27129","Renville County, Minnesota","6349","170","635","75","1417","151","962","102","723","84","687","83","310","61","590","75","150","37","256","64","248","52","207","39","164","43",
"0500000US27131","Rice County, Minnesota","28792","860","1514","292","5941","659","4960","479","2883","348","3258","404","1268","239","2593","325","679","158","1050","181","2708","357","1434","194","504","110",
"0500000US27133","Rock County, Minnesota","4495","173","507","122","1131","173","395","100","406","64","363","77","228","56","591","112","198","57","278","78","243","73","121","77","34","22",
"0500000US27135","Roseau County, Minnesota","6822","214","584","109","1427","151","1379","167","1171","143","759","126","332","71","570","131","77","26","73","23","210","48","166","42","74","25",
"0500000US27137","St. Louis County, Minnesota","86268","1033","4338","565","12939","788","17027","933","17568","879","11597","777","4996","506","7825","613","1486","201","1773","202","2976","305","2181","278","1562","231",
"0500000US27139","Scott County, Minnesota","69702","1514","2587","479","6699","583","7929","661","9317","828","9753","742","6973","663","11699","1148","3111","344","3107","475","5387","568","2426","374","714","175",
"0500000US27141","Sherburne County, Minnesota","46385","1058","1155","252","3583","478","4929","497","5151","562","5250","589","2841","362","5163","511","2599","532","3431","559","6456","722","4612","610","1215","302",
"0500000US27143","Sibley County, Minnesota","6830","177","439","75","996","143","642","91","652","80","704","117","417","75","934","113","320","45","306","53","807","114","475","82","138","30",
"0500000US27145","Stearns County, Minnesota","74497","1084","4061","475","11048","749","14048","801","13529","887","9034","705","4019","402","7292","573","1871","272","1581","185","3342","440","2540","333","2132","351",
"0500000US27147","Steele County, Minnesota","16937","545","775","160","4229","417","4114","367","1874","239","1703","229","638","128","1128","225","185","69","531","176","942","192","525","126","293","108",
"0500000US27149","Stevens County, Minnesota","4532","168","655","109","1208","143","1038","154","661","106","401","92","73","28","190","58","57","39","73","39","55","21","84","41","37","19",
"0500000US27151","Swift County, Minnesota","4113","200","681","117","826","128","568","98","431","91","356","54","170","48","520","117","113","41","44","20","159","45","89","27","156","69",
"0500000US27153","Todd County, Minnesota","9742","287","592","94","1508","187","1438","174","1340","156","1200","136","558","80","850","109","292","58","370","65","801","143","453","69","340","84",
"0500000US27155","Traverse County, Minnesota","1268","76","259","45","275","56","183","50","189","55","93","26","46","18","87","27","20","12","40","27","26","14","9","7","41","33",
"0500000US27157","Wabasha County, Minnesota","9880","307","928","200","1578","226","992","130","825","147","756","91","800","112","1603","192","555","116","430","94","843","134","338","72","232","73",
"0500000US27159","Wadena County, Minnesota","5920","259","590","185","1163","194","966","170","589","79","713","113","288","81","606","124","96","33","247","80","322","89","166","40","174","55",
"0500000US27161","Waseca County, Minnesota","8708","277","713","165","1341","231","1117","210","973","179","1515","214","651","108","1005","182","241","83","350","128","258","81","363","147","181","68",
"0500000US27163","Washington County, Minnesota","109336","1655","2884","397","10125","948","13131","995","15637","966","16984","964","10331","796","18143","1086","5392","553","5272","494","7692","639","2342","328","1403","299",
"0500000US27165","Watonwan County, Minnesota","4814","228","563","120","970","166","583","121","485","87","621","154","303","87","482","104","109","57","127","54","254","79","150","58","167","73",
