"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"0500000US01001","Autauga County, Alabama","25415","889","579","221","2398","465","3324","576","2622","374","3969","558","2051","370","5211","763","860","211","594","147","2002","435","961","348","844","430",
"0500000US01003","Baldwin County, Alabama","97455","1981","2160","803","10387","1198","12128","1166","14874","1392","13461","1191","6333","800","14182","1363","2633","526","3729","623","9885","1021","5986","862","1697","470",
"0500000US01005","Barbour County, Alabama","7989","437","464","140","1128","244","1488","245","1016","236","626","170","314","121","1016","214","237","109","185","80","582","169","742","190","191","87",
"0500000US01007","Bibb County, Alabama","7999","491","236","142","529","181","764","236","1049","249","560","167","565","184","823","215","506","174","691","229","1542","387","616","192","118","68",
"0500000US01009","Blount County, Alabama","23976","791","715","214","1533","373","1910","459","2137","342","2002","324","957","226","3463","521","1062","214","1094","257","5005","573","3555","548","543","162",
"0500000US01011","Bullock County, Alabama","3524","425","124","78","380","181","522","176","316","164","582","252","77","74","498","198","49","47","152","83","549","266","185","139","90","69",
"0500000US01013","Butler County, Alabama","7011","385","401","143","1368","255","1018","188","818","193","724","177","218","85","845","167","124","68","131","66","669","163","446","125","249","116",
"0500000US01015","Calhoun County, Alabama","46384","947","1630","357","5270","703","6127","638","9401","895","6351","563","2925","424","5835","767","1143","275","1052","279","2973","465","2499","499","1178","303",
"0500000US01017","Chambers County, Alabama","13621","565","461","140","1636","389","2398","432","2160","403","1375","277","1045","304","1967","377","303","107","549","201","907","284","588","216","232","120",
"0500000US01019","Cherokee County, Alabama","9788","513","247","116","962","198","1188","227","1442","242","799","189","615","164","1016","202","740","298","454","182","1311","257","630","202","384","179",
"0500000US01021","Chilton County, Alabama","17495","757","602","206","1282","316","1921","408","1983","394","1955","383","965","251","2012","397","979","352","689","217","2621","444","2137","464","349","154",
"0500000US01023","Choctaw County, Alabama","4367","287","243","120","378","150","376","146","301","101","426","164","243","116","521","135","86","53","438","139","414","144","661","144","280","111",
"0500000US01025","Clarke County, Alabama","7643","451","586","153","1121","220","830","177","1309","281","775","228","321","123","964","193","229","112","132","85","647","194","569","191","160","108",
"0500000US01027","Clay County, Alabama","5213","310","340","161","797","196","634","180","729","216","601","178","200","88","492","193","100","71","303","141","561","176","195","98","261","143",
"0500000US01029","Cleburne County, Alabama","5767","354","140","76","338","121","299","123","526","156","849","237","346","119","1230","282","211","91","242","114","536","140","639","212","411","150",
"0500000US01031","Coffee County, Alabama","22139","673","570","181","2353","372","4520","672","3383","424","3040","359","1481","290","2836","371","796","206","814","210","1305","180","773","206","268","84",
"0500000US01033","Colbert County, Alabama","23845","753","703","303","2473","472","3824","531","5614","655","3893","485","1442","337","2191","365","436","192","557","181","1116","222","1163","313","433","139",
"0500000US01035","Conecuh County, Alabama","3121","262","125","73","317","136","444","167","361","124","466","150","103","59","521","108","62","41","107","77","297","139","115","79","203","97",
"0500000US01037","Coosa County, Alabama","3510","237","121","60","157","86","330","119","526","154","637","199","269","131","504","202","32","30","79","46","301","90","385","164","169","68",
"0500000US01039","Covington County, Alabama","14593","547","611","144","2029","339","2655","353","2157","275","2254","335","476","138","1718","345","207","83","412","150","670","182","709","174","695","197",
"0500000US01041","Crenshaw County, Alabama","4884","299","227","78","506","135","556","148","821","173","414","145","88","48","594","135","266","102","199","84","595","144","346","118","272","121",
"0500000US01043","Cullman County, Alabama","37814","1024","1727","441","4590","558","5156","668","5823","873","5000","593","2042","388","3531","404","506","171","780","170","3349","569","4441","632","869","210",
"0500000US01045","Dale County, Alabama","18762","617","757","162","2116","275","3170","379","3726","402","2258","280","1096","230","2512","391","696","227","418","125","1101","233","506","160","406","156",
"0500000US01047","Dallas County, Alabama","12977","766","371","138","1239","257","1847","355","2738","438","1810","292","888","233","1139","257","382","162","332","191","625","209","1336","282","270","116",
"0500000US01049","DeKalb County, Alabama","28974","861","1562","350","3359","649","3740","548","4879","534","4128","452","2163","401","3428","451","969","291","645","222","1920","419","1176","263","1005","283",
"0500000US01051","Elmore County, Alabama","36248","1115","785","291","2625","445","2517","483","4459","640","5087","624","3574","512","7376","702","2404","517","1896","458","3827","618","1188","317","510","162",
"0500000US01053","Escambia County, Alabama","12439","721","480","186","1524","279","2786","413","2271","423","1546","389","244","162","1235","234","190","95","457","247","914","248","608","206","184","84",
"0500000US01055","Etowah County, Alabama","40923","1278","876","259","3807","557","6922","738","7688","695","6051","686","2642","413","5027","832","1002","254","927","323","2857","487","2178","381","946","253",
"0500000US01057","Fayette County, Alabama","5935","330","149","82","714","199","1056","245","707","177","417","148","394","174","651","154","95","58","188","165","570","198","725","185","269","89",
"0500000US01059","Franklin County, Alabama","13107","640","415","177","1485","314","2191","426","1848","461","1669","337","615","199","1663","381","334","164","520","173","1385","345","634","204","348","166",
"0500000US01061","Geneva County, Alabama","10483","538","577","243","1154","277","1186","355","1257","288","1454","265","576","154","1963","262","537","173","372","149","596","169","462","143","349","119",
"0500000US01063","Greene County, Alabama","2128","311","217","123","424","180","43","35","250","97","73","40","64","54","168","97","91","86","139","85","243","106","387","191","29","35",
"0500000US01065","Hale County, Alabama","5283","409","212","130","211","87","537","221","588","234","620","195","278","107","824","299","227","138","138","74","737","226","704","256","207","118",
"0500000US01067","Henry County, Alabama","6977","365","259","122","569","180","619","169","985","216","1154","241","567","183","1056","216","318","123","189","84","773","187","350","115","138","87",
"0500000US01069","Houston County, Alabama","44196","724","1168","188","5528","428","7208","400","9826","525","6988","424","2530","282","4843","397","721","121","857","165","2300","282","1069","160","1158","192",
"0500000US01071","Jackson County, Alabama","19827","827","664","217","2443","418","2466","407","2431","432","2295","405","1437","238","2277","410","686","147","769","172","2235","304","1579","317","545","181",
"0500000US01073","Jefferson County, Alabama","274784","3484","5678","780","18527","1218","35070","1583","46721","1973","54551","2361","23150","1169","46324","2379","8979","944","7216","725","16052","1204","7525","859","4991","831",
"0500000US01075","Lamar County, Alabama","4766","310","166","78","742","215","623","167","504","165","736","229","251","145","684","172","162","77","144","64","422","114","211","88","121","94",
"0500000US01077","Lauderdale County, Alabama","39941","1239","1068","301","4785","640","5813","700","7057","824","4960","571","2630","439","4073","518","930","358","1042","278","2258","426","4019","757","1306","346",
"0500000US01079","Lawrence County, Alabama","13852","665","162","74","621","200","1632","374","1536","284","1688","332","801","216","3310","416","702","212","588","222","1658","323","846","235","308","137",
"0500000US01081","Lee County, Alabama","74964","1823","1532","325","9131","848","13546","1059","14620","1102","11457","1011","4741","662","8682","1163","1665","330","1779","367","4346","565","2060","350","1405","355",
"0500000US01083","Limestone County, Alabama","44528","1130","1180","406","3402","595","4523","650","5716","798","7043","922","3566","551","7993","883","2477","480","2259","368","3989","494","1662","422","718","257",
"0500000US01085","Lowndes County, Alabama","3421","249","236","106","171","88","127","67","476","155","186","85","134","55","672","142","360","155","142","75","639","135","186","75","92","78",
"0500000US01087","Macon County, Alabama","6700","356","246","108","896","176","919","216","741","176","1328","201","319","117","1086","228","122","55","275","91","471","138","193","80","104","83",
"0500000US01089","Madison County, Alabama","169197","2341","3660","677","14928","1309","23462","1356","32176","1769","33755","1676","15678","1280","25584","1493","5182","547","3946","509","6459","838","2495","383","1872","488",
"0500000US01091","Marengo County, Alabama","7012","543","498","185","1098","255","1082","314","505","143","847","226","306","153","930","247","104","74","163","130","536","246","755","283","188","107",
"0500000US01093","Marion County, Alabama","10495","675","670","193","1539","273","1550","328","1852","282","1098","266","491","148","930","225","337","185","233","132","565","196","685","233","545","220",
"0500000US01095","Marshall County, Alabama","38826","927","1442","288","5790","658","7364","658","4949","618","4026","501","1871","298","3431","510","1047","244","1523","295","3408","415","2871","411","1104","260",
"0500000US01097","Mobile County, Alabama","162900","2216","2847","443","11211","899","17336","1143","29405","1434","30737","1754","11985","1005","28015","1281","4772","609","5300","690","11464","850","6286","910","3542","578",
"0500000US01099","Monroe County, Alabama","6129","425","211","82","1015","276","1165","258","731","226","749","204","283","117","767","191","103","61","175","95","319","100","357","133","254","122",
"0500000US01101","Montgomery County, Alabama","90661","1883","1705","379","8050","809","15089","1123","22259","1416","17717","1250","5998","627","9388","895","2126","485","1732","390","3589","538","1327","301","1681","425",
"0500000US01103","Morgan County, Alabama","50945","1256","1357","306","5645","698","7603","699","7380","739","6877","675","3577","518","7187","761","2289","458","1975","377","5010","612","1458","319","587","188",
"0500000US01105","Perry County, Alabama","1931","267","222","165","110","103","370","178","157","99","252","167","30","40","367","139","0","19","37","50","250","155","98","95","38","39",
"0500000US01107","Pickens County, Alabama","6282","389","189","89","595","165","433","109","598","133","519","129","222","112","818","176","321","135","528","154","1119","245","673","183","267","118",
"0500000US01109","Pike County, Alabama","13573","615","651","186","2550","420","3049","421","2236","343","1921","323","373","123","802","176","52","25","131","66","796","226","762","202","250","121",
"0500000US01111","Randolph County, Alabama","8364","438","660","214","704","208","1140","235","1226","286","731","205","380","167","625","179","241","117","406","180","1271","287","516","194","464","148",
"0500000US01113","Russell County, Alabama","21860","1048","509","227","1420","365","3212","654","3267","694","3846","563","2344","463","3094","478","677","254","860","312","1387","309","663","189","581","213",
"0500000US01115","St. Clair County, Alabama","37679","1109","1156","335","2301","383","3175","508","4052","515","3259","446","2943","529","5997","667","2228","372","2658","508","6795","733","2431","444","684","177",
"0500000US01117","Shelby County, Alabama","97044","1733","1901","406","6360","734","9545","724","10819","939","12051","994","7103","702","17769","961","5407","632","5855","603","12324","854","5744","727","2166","458",
"0500000US01119","Sumter County, Alabama","3775","419","253","114","855","219","363","167","284","124","206","105","236","96","730","208","217","132","82","63","227","104","280","122","42","28",
"0500000US01121","Talladega County, Alabama","30113","968","848","237","3945","592","3743","535","4989","652","4010","621","1855","387","3401","478","590","203","524","195","2951","502","2417","505","840","266",
"0500000US01123","Tallapoosa County, Alabama","15519","694","503","165","2128","561","2483","389","2284","335","1369","291","796","221","2086","435","311","117","613","185","1714","377","818","210","414","138",
"0500000US01125","Tuscaloosa County, Alabama","101452","2110","1885","402","10221","1083","15586","1054","20539","1431","17819","1185","6389","811","12837","1281","2848","545","1923","404","5856","690","3940","540","1609","341",
"0500000US01127","Walker County, Alabama","24895","777","1131","329","2238","536","3325","464","2915","546","2640","320","1059","233","2931","470","775","210","868","236","3217","434","2953","460","843","239",
"0500000US01129","Washington County, Alabama","5471","376","270","137","281","99","585","170","509","179","471","174","209","101","944","272","199","118","132","77","884","269","776","234","211","107",
"0500000US01131","Wilcox County, Alabama","3158","280","260","103","347","105","393","128","185","90","228","108","123","64","556","239","115","64","145","87","415","165","230","94","161","107",
"0500000US01133","Winston County, Alabama","9027","488","485","152","1463","272","1416","411","683","156","837","182","366","132","1173","238","310","137","447","146","749","196","722","180","376","132",
"0500000US02013","Aleutians East Borough, Alaska","2049","142","554","154","1252","146","117","46","97","70","13","9","8","7","7","7","0","10","0","10","0","10","1","3","0","10",
"0500000US02016","Aleutians West Census Area, Alaska","3204","311","695","196","1505","310","773","188","203","74","11","42","0","15","6","5","0","15","0","15","9","9","2","3","0","15",
"0500000US02020","Anchorage Municipality, Alaska","134247","3406","3890","800","17086","6112","28249","1443","31925","1873","23368","2642","7849","850","10932","1204","2099","563","1932","464","3089","563","1816","443","2012","367",
"0500000US02050","Bethel Census Area, Alaska","6003","311","1915","466","2356","392","1071","175","252","92","122","54","65","68","172","79","4","23","9","18","18","32","9","10","10","10",
"0500000US02060","Bristol Bay Borough, Alaska","424","86","91","106","171","66","75","39","17","11","28","16","32","22","3","4","0","10","1","2","0","10","0","10","6","8",
"0500000US02063","Chugach Census Area, Alaska","3330","228","748","168","1263","223","516","145","378","180","95","53","96","89","175","75","23","28","0","15","2","4","33","27","1","3",
"0500000US02066","Copper River Census Area, Alaska","892","98","214","60","204","66","101","38","77","37","101","45","6","8","61","47","0","10","10","16","17","16","23","27","78","50",
"0500000US02068","Denali Borough, Alaska","1307","130","81","83","496","510","162","212","67","29","370","548","6","7","37","42","6","8","12","12","43","26","4","5","23","15",
"0500000US02070","Dillingham Census Area, Alaska","1609","321","337","89","609","265","368","103","132","82","57","63","14","18","67","46","0","10","7","13","10","11","7","7","1","2",
"0500000US02090","Fairbanks North Star Borough, Alaska","44932","2236","2077","1810","6188","3128","8103","1507","9799","1057","6910","1022","3304","601","4593","862","257","120","819","394","1217","358","771","272","894","285",
"0500000US02100","Haines Borough, Alaska","742","106","217","91","265","78","42","29","56","38","34","39","2","3","31","27","0","10","11","13","27","28","46","50","11","11",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","958","85","293","53","303","88","113","40","62","30","47","22","14","12","80","43","0","10","2","3","16","18","0","10","28","22",
"0500000US02110","Juneau City and Borough, Alaska","14452","565","497","176","2757","413","4598","443","2655","353","2097","383","569","215","630","206","18","19","59","35","195","132","96","58","281","125",
"0500000US02122","Kenai Peninsula Borough, Alaska","22029","572","2567","324","3400","332","4315","376","3916","440","2497","409","932","213","1821","303","356","130","350","116","742","175","356","131","777","179",
"0500000US02130","Ketchikan Gateway Borough, Alaska","6638","227","699","120","1674","167","1568","196","1181","159","753","148","231","93","300","102","34","22","39","20","32","34","30","23","97","82",
"0500000US02150","Kodiak Island Borough, Alaska","6338","434","996","253","1850","324","1726","414","1017","275","285","176","181","122","120","59","0","16","79","90","0","16","84","75","0","16",
"0500000US02158","Kusilvak Census Area, Alaska","2196","136","695","153","1139","197","250","53","84","26","10","9","3","4","5","6","0","15","2","4","0","15","0","15","8","8",
"0500000US02164","Lake and Peninsula Borough, Alaska","484","76","168","78","143","79","52","17","100","132","2","2","0","10","5","4","0","10","0","10","0","10","0","10","14","21",
"0500000US02170","Matanuska-Susitna Borough, Alaska","42270","762","1597","193","3316","359","5230","447","6107","411","5265","498","1932","285","3389","358","693","176","1057","227","5838","465","5303","411","2543","266",
"0500000US02180","Nome Census Area, Alaska","3381","186","1621","229","1040","146","387","281","182","63","99","35","21","90","26","23","0","15","0","15","3","4","2","4","0","15",
"0500000US02185","North Slope Borough, Alaska","5832","303","1415","314","2586","412","766","281","362","269","310","150","42","46","117","91","0","16","0","16","23","32","20","33","191","177",
"0500000US02188","Northwest Arctic Borough, Alaska","2243","183","967","103","800","159","310","114","86","28","16","9","13","8","7","6","0","15","5","6","10","11","27","75","2","3",
"0500000US02195","Petersburg Borough, Alaska","1617","177","623","133","616","111","227","76","87","42","18","13","0","10","26","25","4","7","0","10","7","8","3","4","6","7",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","2387","117","856","107","817","92","191","45","216","55","67","20","13","10","28","23","4","5","26","21","37","22","95","40","37","15",
"0500000US02220","Sitka City and Borough, Alaska","4186","212","634","133","1343","165","1154","171","653","150","90","55","44","34","98","46","0","15","39","41","13","18","64","63","54","40",
"0500000US02230","Skagway Municipality, Alaska","759","115","357","151","281","69","72","52","32","28","12","10","0","10","5","5","0","10","0","10","0","10","0","10","0","10",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","2609","214","401","158","531","123","482","116","521","155","360","123","24","17","120","67","0","15","25","21","32","31","59","58","54","36",
"0500000US02275","Wrangell City and Borough, Alaska","753","90","337","73","253","75","81","38","37","18","0","10","8","6","20","26","0","10","0","10","0","10","10","14","7","9",
"0500000US02282","Yakutat City and Borough, Alaska","260","65","81","30","138","72","22","27","14","14","1","3","0","10","3","4","0","10","0","10","0","10","1","2","0","10",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","2236","163","976","201","676","181","301","152","110","33","4","7","0","15","51","43","0","15","0","15","7","11","80","103","31","25",
"0500000US04001","Apache County, Arizona","16658","677","915","212","2567","439","1503","228","3024","393","970","222","320","90","3367","365","211","103","302","84","1155","192","1633","279","691","134",
"0500000US04003","Cochise County, Arizona","41110","1153","2213","386","7212","592","7793","741","7319","765","4391","440","1437","363","2825","444","1175","309","749","236","2243","407","2728","468","1025","239",
"0500000US04005","Coconino County, Arizona","59204","1313","3859","693","10824","795","13330","1071","11546","1007","6963","796","2514","560","3416","532","580","254","1274","348","1690","267","1921","326","1287","273",
"0500000US04007","Gila County, Arizona","16776","801","1347","374","3875","559","4176","576","2193","462","889","295","552","185","1250","310","208","100","120","74","368","136","855","262","943","230",
"0500000US04009","Graham County, Arizona","13328","504","936","237","2363","351","2420","371","2322","421","1376","277","458","146","876","242","43","47","224","135","553","170","1293","292","464","158",
"0500000US04011","Greenlee County, Arizona","4081","293","289","164","1038","230","851","248","621","209","261","125","70","68","317","139","14","17","71","62","388","150","76","75","85","57",
"0500000US04012","La Paz County, Arizona","4742","375","819","218","1584","288","822","181","407","94","357","169","59","46","316","152","52","61","57","44","112","65","108","52","49","31",
"0500000US04013","Maricopa County, Arizona","1776517","8173","39834","2056","139310","3849","207371","3811","264531","4697","294587","4468","150840","3374","279000","4390","64581","2392","78388","2375","142291","3804","85230","2776","30554","1616",
"0500000US04015","Mohave County, Arizona","68621","1592","2808","482","10998","962","17852","1142","13055","1112","7934","724","2735","563","4833","575","840","308","569","172","2465","484","2745","467","1787","415",
"0500000US04017","Navajo County, Arizona","30910","1099","2410","398","6161","572","4405","545","4879","526","2093","298","700","150","4040","557","676","202","898","257","1772","345","1785","283","1091","225",
"0500000US04019","Pima County, Arizona","403138","3554","9319","1215","35116","1465","50955","2081","67646","2075","67095","2324","34576","1457","62896","2399","15213","1099","15529","1062","27390","1471","10672","1008","6731","705",
"0500000US04021","Pinal County, Arizona","151625","2715","5496","846","12467","1055","14738","1381","15403","1446","14408","1177","7778","906","19581","1422","6414","945","9404","907","25747","1449","16274","1197","3915","552",
"0500000US04023","Santa Cruz County, Arizona","17310","732","359","125","1522","286","3171","569","4575","507","2678","520","735","168","1046","305","333","169","232","144","703","185","1558","343","398","170",
"0500000US04025","Yavapai County, Arizona","82702","1737","4468","633","12329","980","13992","1144","12087","1005","10342","851","5856","651","11460","1132","1921","406","1600","313","3304","613","2349","394","2994","509",
"0500000US04027","Yuma County, Arizona","73298","1547","2711","439","11477","949","12075","824","13749","1113","11434","783","4348","758","7936","899","1437","411","2308","734","2430","471","2015","443","1378","358",
"0500000US05001","Arkansas County, Arkansas","7148","379","991","243","1827","288","1391","240","778","196","350","99","288","115","495","142","98","60","57","56","275","130","365","134","233","103",
"0500000US05003","Ashley County, Arkansas","6387","432","712","269","1463","313","1021","210","816","190","352","102","194","93","674","198","85","64","135","91","288","128","334","116","313","147",
"0500000US05005","Baxter County, Arkansas","13674","707","874","250","2952","446","2490","311","2872","479","1671","310","556","136","990","242","131","85","202","156","286","159","393","204","257","107",
"0500000US05007","Benton County, Arkansas","124005","2075","3989","575","13245","914","20940","1579","23995","1312","22003","1305","10643","997","13991","1047","3175","447","3079","488","5435","671","2072","422","1438","319",
"0500000US05009","Boone County, Arkansas","14512","661","720","257","2865","365","3163","495","2107","399","1937","385","387","173","1265","368","374","150","375","186","548","195","596","217","175","94",
"0500000US05011","Bradley County, Arkansas","3675","315","380","138","673","209","766","224","332","107","348","99","122","69","282","109","35","37","210","92","228","97","176","79","123","74",
"0500000US05013","Calhoun County, Arkansas","1859","157","73","41","108","52","275","81","197","78","373","123","230","130","289","102","81","60","31","34","125","76","40","33","37","28",
"0500000US05015","Carroll County, Arkansas","10140","611","763","256","1916","304","1843","334","1400","276","1105","246","418","139","883","299","257","162","258","108","386","116","745","276","166","83",
"0500000US05017","Chicot County, Arkansas","3187","263","306","138","709","169","339","112","238","87","413","167","256","109","337","100","107","59","113","71","282","106","59","47","28","39",
"0500000US05019","Clark County, Arkansas","9036","451","718","165","2522","411","1549","354","1286","268","690","166","239","86","576","161","91","47","73","47","626","178","456","147","210","96",
"0500000US05021","Clay County, Arkansas","5707","313","614","161","947","209","700","179","558","130","407","144","303","112","880","198","232","98","172","90","452","122","373","110","69","39",
"0500000US05023","Cleburne County, Arkansas","8547","489","655","176","1150","264","1532","263","1163","231","465","125","273","105","1050","219","253","124","257","102","596","160","602","172","551","165",
"0500000US05025","Cleveland County, Arkansas","2572","231","76","45","97","60","174","80","333","128","475","180","95","58","456","125","95","50","131","63","402","123","125","58","113","95",
"0500000US05027","Columbia County, Arkansas","8944","508","681","217","1834","283","1536","367","1431","342","850","232","314","142","521","241","170","99","214","168","800","255","310","126","283","164",
"0500000US05029","Conway County, Arkansas","7909","415","252","127","1105","251","994","238","1071","297","800","215","395","164","1436","252","237","115","184","81","674","156","465","143","296","132",
"0500000US05031","Craighead County, Arkansas","47365","1217","1697","391","5805","654","10396","990","11322","940","7632","841","2284","490","3550","502","603","225","484","177","1149","309","1563","346","880","293",
"0500000US05033","Crawford County, Arkansas","23393","916","772","218","2430","438","3382","563","2982","477","4916","632","2220","396","2889","339","754","186","815","219","1175","355","643","194","415","139",
"0500000US05035","Crittenden County, Arkansas","18474","702","1209","282","3353","525","3050","364","2289","306","1818","288","1037","241","2021","350","536","148","1010","237","1436","279","337","123","378","147",
"0500000US05037","Cross County, Arkansas","6482","292","458","125","1310","270","790","188","866","209","799","234","207","105","478","145","104","70","54","54","515","145","679","173","222","113",
"0500000US05039","Dallas County, Arkansas","2490","159","222","109","778","166","366","129","160","76","78","46","64","49","399","143","59","34","57","36","147","84","65","41","95","68",
"0500000US05041","Desha County, Arkansas","3830","270","538","174","793","188","658","194","575","171","343","104","74","42","288","108","84","43","142","90","168","83","113","72","54","44",
"0500000US05043","Drew County, Arkansas","6218","451","454","180","1022","281","1419","302","977","242","725","211","176","87","517","174","57","44","85","59","463","148","277","142","46","44",
"0500000US05045","Faulkner County, Arkansas","55169","1420","2881","505","6953","686","9072","822","7602","772","4482","558","2232","381","5944","663","2155","454","3217","629","7223","767","2310","398","1098","271",
"0500000US05047","Franklin County, Arkansas","6686","483","742","227","562","168","992","264","1018","213","473","152","389","122","997","247","351","114","182","92","623","165","225","110","132","82",
"0500000US05049","Fulton County, Arkansas","3944","315","411","141","527","135","575","189","246","97","229","103","425","168","534","205","77","45","27","24","369","137","361","138","163","94",
"0500000US05051","Garland County, Arkansas","38892","1192","2283","526","5504","581","7051","735","8241","869","4557","537","1729","293","4027","490","589","215","351","136","1449","361","2064","458","1047","268",
"0500000US05053","Grant County, Arkansas","7084","484","308","122","824","216","613","241","555","166","759","324","286","155","855","205","401","140","573","190","1020","214","719","177","171","92",
"0500000US05055","Greene County, Arkansas","18817","768","1071","259","2945","409","3906","652","2614","416","1939","311","753","204","2060","360","748","210","587","204","955","290","649","222","590","220",
"0500000US05057","Hempstead County, Arkansas","7297","462","225","104","1258","239","1081","282","1307","240","870","244","285","142","838","229","86","67","223","138","784","237","148","70","192","103",
"0500000US05059","Hot Spring County, Arkansas","12711","734","763","213","1252","271","1249","347","1269","280","1491","323","825","319","1976","393","532","179","662","215","1306","310","1144","268","242","112",
"0500000US05061","Howard County, Arkansas","4993","281","316","140","1246","246","1023","240","697","174","410","129","80","48","510","155","63","49","63","42","215","90","288","109","82","69",
"0500000US05063","Independence County, Arkansas","15410","755","1190","300","2921","500","2415","386","3117","492","2122","357","899","265","1344","302","166","91","164","93","246","122","378","172","448","235",
"0500000US05065","Izard County, Arkansas","4013","358","428","134","590","144","295","127","379","142","429","161","277","107","544","239","204","107","309","118","361","127","110","44","87","70",
"0500000US05067","Jackson County, Arkansas","5564","335","716","212","971","171","1125","215","670","167","270","112","270","132","544","161","102","49","294","143","308","105","149","55","145","79",
"0500000US05069","Jefferson County, Arkansas","23226","865","645","199","2017","304","4868","585","6186","563","2897","387","1090","241","1963","318","432","149","480","177","1450","288","914","201","284","155",
"0500000US05071","Johnson County, Arkansas","9847","464","434","165","1261","289","2234","345","2163","301","1554","311","398","125","716","159","185","93","247","98","330","101","149","64","176","98",
"0500000US05073","Lafayette County, Arkansas","2084","165","203","70","151","59","295","116","179","86","109","54","181","70","272","81","66","44","78","65","250","91","262","97","38","28",
"0500000US05075","Lawrence County, Arkansas","6148","279","451","116","1006","169","765","181","582","154","588","137","165","56","851","191","227","109","354","125","491","127","495","174","173","70",
"0500000US05077","Lee County, Arkansas","1937","249","214","89","224","105","269","108","195","94","281","107","146","83","262","96","7","9","13","20","138","92","83","61","105","55",
"0500000US05079","Lincoln County, Arkansas","3377","301","95","46","318","146","500","141","611","185","354","123","238","93","793","187","127","89","110","72","139","84","66","40","26","30",
"0500000US05081","Little River County, Arkansas","4791","293","232","98","648","245","472","157","649","163","308","112","64","37","827","174","428","169","161","79","660","222","147","108","195","98",
"0500000US05083","Logan County, Arkansas","8296","412","851","235","1387","296","1095","232","811","205","599","189","309","95","872","184","266","92","320","107","821","211","776","200","189","81",
"0500000US05085","Lonoke County, Arkansas","32488","983","839","245","2226","337","2581","440","3298","550","4506","610","3015","462","6050","716","2252","420","1715","360","3888","596","1524","274","594","213",
"0500000US05087","Madison County, Arkansas","6833","429","404","232","509","177","689","211","535","260","716","213","459","165","1058","292","383","165","229","110","858","226","690","223","303","174",
"0500000US05089","Marion County, Arkansas","5372","362","446","130","664","179","577","181","719","205","514","136","345","120","733","183","421","136","130","76","423","145","271","133","129","70",
"0500000US05091","Miller County, Arkansas","15731","821","411","166","2101","419","3171","403","3663","498","1815","383","810","223","1651","268","302","121","379","195","605","198","641","221","182","77",
"0500000US05093","Mississippi County, Arkansas","16131","682","1379","331","3345","542","2841","405","2584","393","1434","298","634","189","1598","277","425","141","295","112","917","224","512","160","167","89",
"0500000US05095","Monroe County, Arkansas","2334","237","238","84","210","98","242","90","197","72","296","97","151","76","321","108","49","51","64","50","270","103","221","91","75","50",
"0500000US05097","Montgomery County, Arkansas","2975","229","151","85","325","94","277","119","427","143","211","86","89","53","493","138","19","21","77","56","361","122","304","82","241","95",
"0500000US05099","Nevada County, Arkansas","3029","265","95","83","586","146","280","153","252","128","353","186","111","87","528","143","104","58","42","37","283","106","313","171","82","52",
"0500000US05101","Newton County, Arkansas","2349","264","82","56","109","67","181","86","190","104","278","113","71","48","490","146","78","45","149","83","519","160","121","62","81","66",
"0500000US05103","Ouachita County, Arkansas","8117","578","539","161","873","229","1760","331","1161","268","1431","327","649","235","734","202","72","54","163","93","239","86","316","130","180","87",
"0500000US05105","Perry County, Arkansas","3639","278","214","78","249","81","262","102","260","81","333","134","188","87","619","143","74","55","163","87","665","152","540","152","72","42",
"0500000US05107","Phillips County, Arkansas","4817","393","325","114","1062","232","1211","288","639","198","316","138","175","75","199","71","198","88","25","25","260","146","263","112","144","88",
"0500000US05109","Pike County, Arkansas","3913","257","285","113","690","162","354","102","307","104","488","128","135","89","299","91","99","46","175","64","526","156","375","104","180","78",
